scope,district_number,seats,fractional_seats,floor_override,bonus_seats,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
Egypt,2,8,7.966388,f,0,1897029,1897029,0.906918,1,t,Luxor Governate,43f72daf-a0ac-4e4b-8a98-4462782c22be,ea4a3117-f793-40ac-90f1-a46e44228583
Egypt,3,7,7.487459,f,0,1782982,1782982,0.965719,1,t,Aswan Governorate,026e47b3-59a5-4cbc-a5bd-cd6675653c3f,ea4a3117-f793-40ac-90f1-a46e44228583
Egypt,4,7,6.579183,f,0,1566695,1566695,0.803459,8,t,North Sinai Governorate; Port Said Governorate; South Sinai Governorate,3fc3bf76-5c4a-4f55-8be3-5e747dec735a,ea4a3117-f793-40ac-90f1-a46e44228583
Egypt,5,9,9.148621,f,0,2178553,2178553,0.736497,8,t,Ismailia Governorate; Suez Governorate,64ab227a-857a-4d7b-9c01-60e1d053e7ad,ea4a3117-f793-40ac-90f1-a46e44228583
Egypt,6,5,4.703801,f,0,1120112,1120112,0.410758,21,f,Matrouh Governorate; Red Sea Governorate,b2996349-eed4-46ba-a493-41bd85ef8423,ea4a3117-f793-40ac-90f1-a46e44228583
Faiyum Governorate,1,9,8.975790,f,0,2177614,2177614,0.724901,1,t,Atsa; Fayyum; Fayyum; Fayyum City; Zemam Out,60a53d4f-44e2-4a55-a284-eb52eed9d254,484d23ca-a25d-4424-906b-1b4d7a50abaf
Faiyum Governorate,2,9,9.024210,f,0,2189361,2189361,0.667046,1,t,Abshaway; Sinuras; Tamya; Yousef El sadeq,bc4ef69f-8f77-404f-b6fb-096f805946e7,484d23ca-a25d-4424-906b-1b4d7a50abaf
Gharbiyya Governorate,1,8,7.887693,f,0,1999882,1999882,0.757115,1,t,El Mahalla El Kobra; El Mahalla El Kobra 1; El Mahalla El Kobra 2; Qutur,22c0142d-2236-496c-b78b-62a6b62496a3,68cd0feb-7b86-4897-b8d2-b2ce00c351c8
Gharbiyya Governorate,2,9,9.159501,f,0,2322342,2322342,0.711809,1,t,Basyun; Kafr Al-Zayyat; Tanta; Tanta 1; Tanta 2,bb5752a3-0e64-47a2-9def-aa7ef5e85ed4,68cd0feb-7b86-4897-b8d2-b2ce00c351c8
Gharbiyya Governorate,3,8,7.952806,f,0,2016391,2016391,0.658481,1,t,Birkat Al-Sab; Samannud; Santa; Zifta,06c8313e-1e43-4493-9988-35b85a4da725,68cd0feb-7b86-4897-b8d2-b2ce00c351c8
Giza Governorate,1,9,9.204356,f,0,2079292,2079292,0.573431,5,t,6 October-1; 6 October-2; Atfeh; Ayat; Bahariya Oasis; Saf; Zemam Out,39195777-6a51-48b4-bf8d-741af82e0414,f319452c-9f4b-48b2-84fd-082d57b37f6c
Giza Governorate,2,8,7.926073,f,0,1790524,1790524,0.489616,2,f,Al-Ahram; Kardasa; Shaykh Zayed,bf749f5a-4fe3-4781-a320-9790ca90630b,f319452c-9f4b-48b2-84fd-082d57b37f6c
Giza Governorate,3,9,9.034889,f,0,2041009,2041009,0.706164,2,t,Al-Aguza; Bulaq Al-DakrUr; DuqqI; Umraniyya; Zamalik,a139811e-47c5-4719-8c7f-6984af4290f6,f319452c-9f4b-48b2-84fd-082d57b37f6c
Giza Governorate,4,8,7.825255,f,0,1767749,1767749,0.699801,4,t,Badrashain; Giza; Giza; Hwamdeia,f654005e-b9be-4392-a35d-b24fee60463b,f319452c-9f4b-48b2-84fd-082d57b37f6c
Giza Governorate,5,9,9.009427,f,0,2035257,2035257,0.814293,3,t,Auseem; Imbaba; Waraq,44abafd5-2de2-44a4-aa4d-074f433c9b8b,f319452c-9f4b-48b2-84fd-082d57b37f6c
Kafr el-Sheikh Governorate,1,5,4.815288,f,0,951944,951944,0.647363,2,t,Al Hamul; Biyalu; Burullus,caff1db0-8606-423e-82be-d4246491f35b,34ed95f2-a41e-49de-bccb-ef7a6e324007
Kafr el-Sheikh Governorate,2,5,4.885064,f,0,965738,965738,0.749734,1,t,Kafr Al-Shaykh; Kafr Al-Shaykh; Riyad,66e1ccab-e406-46d1-8fc0-30ca321a19ae,34ed95f2-a41e-49de-bccb-ef7a6e324007
Kafr el-Sheikh Governorate,3,5,4.925141,f,0,973661,973661,0.783083,1,t,Disuq; Disuq; Qillin,4831d7a7-2198-4d9c-9717-46fa2efe29e8,34ed95f2-a41e-49de-bccb-ef7a6e324007
Kafr el-Sheikh Governorate,4,5,5.374507,f,0,1062497,1062497,0.551216,1,t,Fuwwa; Mitubas; Sidi Salim,2876e4e0-e1c1-4064-9f3e-d571fac4393a,34ed95f2-a41e-49de-bccb-ef7a6e324007
Minya Governate,1,7,6.889318,f,0,1668068,1668068,0.725478,2,t,Markz Al Minya; Markz Samalut,e755383b-b5d9-48d5-8de0-dfbedf61b3d7,8c3e3e63-07c8-4faf-ba63-2dc294f8e5d7
Minya Governate,2,7,6.791149,f,0,1644299,1644299,0.811279,3,t,Markz Al Idwa; Markz Maghagha; Markz Matay; New Minya; Zemam Out,99034452-c8a2-47f9-bd5d-04e6a52b453d,8c3e3e63-07c8-4faf-ba63-2dc294f8e5d7
Minya Governate,3,7,7.392734,f,0,1789957,1789957,0.776627,3,t,Kesm Mallawi; Markz Abu Qurqas; Markz Mallawi,4db9ee52-2f15-4261-bae2-43b69417b988,8c3e3e63-07c8-4faf-ba63-2dc294f8e5d7
Minya Governate,4,7,6.926799,f,0,1677143,1677143,0.193939,5,f,Kesm Al-minya; Markz Bani Mazar; Markz Dir Mawas,47d2cc03-afe4-4c47-98a9-9910aecec395,8c3e3e63-07c8-4faf-ba63-2dc294f8e5d7
Monufia Governorate,1,7,7.068298,f,0,1797219,1797219,0.675607,1,t,Al-Bagur; Minuf; Minuf City; Quwisna; Sirs Al-Layyana City,21cc15ae-967e-4c16-8df0-23fc9b7d43f8,5096bfc0-ec6e-4d52-8b89-54320f2833a9
Monufia Governorate,2,7,7.086645,f,0,1801884,1801884,0.660052,3,f,Ashmun; Imbaba; Sadat City,9234577b-686f-492e-8d63-f30c72886ecf,5096bfc0-ec6e-4d52-8b89-54320f2833a9
Monufia Governorate,3,7,6.845058,f,0,1740457,1740457,0.810034,1,t,Al-Shuhada; Shibin al-Kum; Shibin al-Kum; Tala,02b04f91-f41d-4e94-be9e-86fdbe90a895,5096bfc0-ec6e-4d52-8b89-54320f2833a9
New Valley Governorate,1,5,4.567398,f,0,523923,523923,0.113941,5,t,Al Waqf; Qina; Suhag City,a6b030bd-f17c-4826-8326-404ea77a2ac1,8e2300f7-5b0b-4cfa-afd5-ce692e1b208d
New Valley Governorate,2,5,5.432602,f,0,623170,623170,0.976912,2,t,A-Dakhla Oasis; Al Farafra Oasis; Al-Kharga Oasis; Guhayna Al-Gharbiyya; Paris Paris,6f698176-0b3c-40e2-8c52-3d9447ba702b,8e2300f7-5b0b-4cfa-afd5-ce692e1b208d
Qalyubia Governorate,1,7,6.917909,f,0,1647577,1647577,0.688104,1,t,Al Salam; Marg,524ac518-aa38-46f4-bb4c-b861f85188c7,775be9d4-5bdc-4d96-aa5f-32521d442e45
Qalyubia Governorate,2,6,5.933302,f,0,1413082,1413082,0.804552,1,t,Abour; Al Khanka; Khsos; Zemam Out,98946709-058b-414b-a008-f4f64961e354,775be9d4-5bdc-4d96-aa5f-32521d442e45
Qalyubia Governorate,3,8,8.292155,f,0,1974869,1974869,0.501782,2,t,Qanatir Al-Khayriyya; Shubra Al-Khayma 1; Shubra Al-Khayma 2,639e451e-526c-43df-ad10-a01e493f1435,775be9d4-5bdc-4d96-aa5f-32521d442e45
Qalyubia Governorate,4,7,6.757345,f,0,1609337,1609337,0.711377,1,t,Qaha; Qalyub; Qalyub; Shibin al-Qanatir,c3b37a2b-2bcd-4843-b468-ee3cd7c90b47,775be9d4-5bdc-4d96-aa5f-32521d442e45
Qalyubia Governorate,5,7,7.099290,f,0,1690775,1690775,0.690593,2,t,Banha; Banha; Kafr Shukr; Tukh,8d0c60b3-ed77-4553-9a25-bb9f507c2106,775be9d4-5bdc-4d96-aa5f-32521d442e45
Qena Governorate,1,7,6.661517,f,0,1569815,1569815,0.617397,2,t,Isna; Qift; Qina; Qina City; Zemam Out,1057a756-1e06-42f6-a099-b83ca33a63fd,2ba85d8e-a476-4da6-bbbb-6c55528f58ab
Qena Governorate,2,7,7.338483,f,0,1729345,1729345,0.609544,2,t,Abu Tisht; Dishna; Farshut; Nag Hammadi,018287e9-85d5-4b84-81fd-cf23c33cbb20,2ba85d8e-a476-4da6-bbbb-6c55528f58ab
Sohag Governorate,1,6,6.396306,f,0,1729102,1729102,0.650418,3,t,Al-Ghanayem; Al-Maragha; Kesm Tahta; Tahta; Tama,58b31713-795b-485d-88a6-d423d8d20f23,c2091fa1-8e5e-44b4-ba25-c52af926f7cf
Sohag Governorate,2,5,4.866147,f,0,1315457,1315457,0.766261,1,t,Al-Minshat; Suhag; Suhag; Suhag-2,105804e9-ee73-4e19-b1e2-b259e646b5ca,c2091fa1-8e5e-44b4-ba25-c52af926f7cf
Sohag Governorate,3,5,4.985062,f,0,1347603,1347603,0.823300,1,t,Al Usayrat; Al-Balyana; Girga; Girga,4a3ce400-4d5a-4efc-ac71-9b2f4dc8180a,c2091fa1-8e5e-44b4-ba25-c52af926f7cf
Sohag Governorate,4,6,5.752485,f,0,1555059,1555059,0.747589,2,t,Akhmim; Akhmim City; Dar al-Salam; Kawther; Saqulta; Zemam Out,b492935d-f4d3-4ef1-af32-f21485e0456f,c2091fa1-8e5e-44b4-ba25-c52af926f7cf
